A0A0C5B5G6	A0A0C5B5G6
P26263	P83779
P26263	Q07471
P26263	O42873
P26263	Q09737
P26263	Q4WXX9
P34447	P34447
P38207	P38207
P39276	P39276
P39276	P75742
P41036	P41036
P43621	P43621
P47008	P47008
P51944	P51944
P51944	P41002
P53112	P53112
P54360	P54360
P58959	P58959
P58959	P58958
P61407	P61407
P76081	P76081
P94545	P94545
Q02732	Q02732
Q04894	Q04894
Q04894	P25377
Q06163	Q06163
Q08581	Q08581
Q20561	Q20561
Q23590	Q23590
Q3V3Z3	Q3V3Z3
Q3V3Z3	Q8IZF4
Q54F25	Q54F25
Q5U3W1	Q5U3W1
Q5U3W1	Q3TUA9
Q5U3W1	Q9H5K3
Q61168	Q61168
Q61168	Q13571
Q6NP91	Q6NP91
Q7TME2	Q7TME2
Q7TME2	Q96R06
Q84P23	Q84P23
Q84P23	P0C5B6
Q84P23	Q84P26
Q84P23	Q84P21
Q8I4M5	Q8I4M5
Q8LPR9	Q8LPR9
Q8VZV9	Q8VZV9
Q923U0	Q923U0
Q923U0	O75674
Q93Z30	Q93Z30
Q93Z30	Q9XI87
Q93Z30	F4IS56
Q94AA9	Q94AA9
Q95YL5	Q95YL5
Q95YL5	Q95YL4
Q99JN2	Q99JN2
Q99JN2	Q53GT1
Q9C5U0	Q9C5U0
Q9C5U0	A1A699
Q9C5U0	A1A698
Q9C5U0	Q9C5U2
Q9C5U0	Q9C5U1
Q9CAA4	Q9CAA4
Q9CWU0	Q9CWU0
Q9DC04	Q9DC04
Q9DC04	P49796
Q9ESP4	Q9ESP4
Q9ESP4	Q9GZN0
Q9ESP4	Q9EPB7
Q9FI46	Q9FI46
Q9FNE4	Q9FNE4
Q9GYU8	Q9GYU8
Q9LI74	Q9LI74
Q9LR64	Q9LR64
Q9M1L7	Q9M1L7
Q9M1L7	Q3E991
Q9N593	Q9N593
Q9S7P9	Q9S7P9
Q9S7P9	Q9SD96
Q9S7P9	Q9LMG8
Q9UAS6	Q9UAS6
Q9VM64	Q9VM64
Q9VTL1	Q9VTL1
Q9VTL1	Q5JVF3
Q9VTL1	Q8BFV2
Q9W0E3	Q9W0E3
Q9WU19	Q9WU19
Q9WU19	Q9UJM8
Q9WU19	B0BNF9
Q9WU19	Q9LJH5
Q9WU19	Q24JJ8
Q9WU19	Q8H3I4
Q9WU19	Q9LRR9
Q9WU19	Q10CE4
Q9WU19	Q9LRS0
Q9WU19	O49506
Q9WU19	Q9NYQ3
Q9WU19	Q07523
Q9WU19	Q9NYQ2
Q9WU19	P00175
Q9ZVJ5	Q9ZVJ5
B3H5K9	B3H5K9
F4JLP5	F4JLP5
F4JLP5	A8MS68
G3X9X1	G3X9X1
G3X9X1	Q8IY47
O08859	O08859
O08859	P98066
O31612	O31612
O31612	P65779
O61460	O61460
O88738	O88738
O88738	Q9NR09
P00330	P00330
P00330	P07246
P00330	O94038
P00330	P00331
P00330	P38113
P00330	P00332
P00330	P08843
P00330	Q17334
P00330	P54202
P08200	P08200
P08200	P39126
P09348	P09348
P0A7J7	P0A7J7
P0A7J7	P9WHE5
P0A7J7	Q9MAP3
P0A7J7	Q9UTK2
P0A7J7	P53875
P0A7J7	Q9Y3B7
P0A7J7	Q2YDI0
P0A7J7	Q9CQF0
P0A7J7	Q9VFJ2
P0ACJ0	P0ACJ0
P0AFD6	P0AFD6
P0AFD6	Q42599
P0AFD6	Q8K3J1
P0AFD6	O00217
P0AFD6	P42028
P0AFD6	Q9FX83
P0AFD6	Q9VF27
P0AFD6	Q22619
P0AFD6	P9WJG9
P0CH95	P0CH95
P0CH95	Q9UPP1
P0CH95	Q9WTU0
P0CH95	O75151
P11914	P11914
P11914	O94745
P13864	P13864
P13864	P26358
P13864	Q9Z330
P15315	P15315
P17105	P17105
P17105	Q8R071
P17105	P23677
P17105	Q7TS72
P17105	Q80ZG2
P17105	Q96DU7
P18292	P18292
P18292	P19221
P18292	P00734
P18292	P00735
P21472	P21472
P21472	P92532
P21472	P0C461
P21472	P0A0X4
P21472	Q6ENC0
P21472	P0A7S3
P21472	P62126
P21472	P12149
P21472	P0C460
P21472	P28520
P21472	O35680
P21472	Q29RU1
P21472	O15235
P21472	P10735
P21472	P53732
P21472	O14182
P22817	P22817
P22817	Q9JHR7
P22817	P35559
P22817	P14735
P24188	P24188
P28004	P28004
P30658	P30658
P30658	Q14781
P31572	P31572
P32505	P32505
P34501	P34501
P35455	P35455
P35455	P01179
P35455	P01178
P35455	P01175
P35455	P35454
P35455	P01185
P35455	P01186
P36076	P36076
P37366	P37366
P38426	P38426
P38426	P38427
P40395	P40395
P41318	P41318
P41318	Q9Z2K5
P41318	Q9DCJ1
P41318	Q9BVC4
P41318	O74184
P41318	Q9W328
P41318	Q9LV27
P41318	Q54D08
P45955	P45955
P47054	P47054
P53090	P53090
P53868	P53868
P54681	P54681
P59511	P59511
P59511	P59510
P59511	Q9P2N4
P77364	P77364
P77364	P23524
Q02774	Q02774
Q03479	Q03479
Q03479	P34109
Q03479	Q23979
Q03479	O88329
Q03479	Q62774
Q03479	P47807
Q03479	Q9UBC5
Q03479	F1PRN2
Q03479	Q63357
Q03479	E7F9L8
Q03479	O94832
Q03479	Q5SYD0
Q03479	B0I1T2
Q03479	Q5SUA5
Q03479	Q04439
Q03479	P36006
Q03479	Q00647
Q03479	Q2US45
Q03479	Q59MQ0
Q03479	O43795
Q03479	Q05096
Q03479	P46735
Q03479	Q63355
Q03479	Q9WTI7
Q03479	O00159
Q03479	Q9Y7Z8
Q03479	A5PF48
Q03479	Q12965
Q03479	P70248
Q03479	Q63356
Q03479	E9Q634
Q03479	O00160
Q03479	P54695
Q03479	Q23978
Q03479	P42522
Q03479	P34092
Q03479	P22467
Q058N4	Q058N4
Q06677	Q06677
Q08001	Q08001
Q42410	Q42410
Q42410	Q42453
Q42410	Q9LX85
Q42410	Q9LFG0
Q42410	Q9SLD4
Q54K32	Q54K32
Q54K32	O00899
Q55FT9	Q55FT9
Q60696	Q60696
Q60696	P40967
Q61160	Q61160
Q61160	Q13158
Q61553	Q61553
Q61553	P85845
Q61553	Q16658
Q61553	Q24524
Q61553	Q32M02
Q61553	O14926
Q6PR54	Q6PR54
Q6PR54	E1C2U2
Q6PR54	Q5UIP0
Q6XHB2	Q6XHB2
Q6XHB2	Q6XHA5
Q6XHB2	Q8SSS9
Q7XJT7	Q7XJT7
Q7XJT7	Q336V9
Q7XJT7	Q8W4L3
Q7XJT7	F4HU55
Q7XJT7	Q9FHD7
Q7XJT7	F4I3M3
Q7XJT7	Q944A7
Q7XJT7	Q9LS26
Q7XJT7	F4I7Y4
Q7XJT7	Q9FIL1
Q7XJT7	Q9M324
Q7XJT7	B9FDE0
Q810B6	Q810B6
Q810B6	Q9P2R3
Q8JZM4	Q8JZM4
Q8JZM4	Q8NFT8
Q8K3K7	Q8K3K7
Q8K3K7	O15120
Q8K3K7	Q99943
Q8K3K7	O35083
Q8N7N5	Q8N7N5
Q8N7N5	Q5TAQ9
Q8R4L0	Q8R4L0
Q8R4L0	Q9H6Q3
Q8R4L0	Q13239
Q8R4L0	Q60898
Q8VYZ5	Q8VYZ5
Q8VYZ5	Q9C1X1
Q8VYZ5	Q15269
Q8VYZ5	P25635
Q93ZG7	Q93ZG7
Q94BQ3	Q94BQ3
Q960N3	Q960N3
Q9C5W9	Q9C5W9
Q9C5W9	Q9ZPY6
Q9C5W9	Q9XED8
Q9C5W9	Q9ZTX8
Q9C5W9	Q9FGV1
Q9C5W9	Q2LAJ3
Q9C5W9	Q8L7G0
Q9C5W9	Q94JM3
Q9C5W9	Q9FX25
Q9C5W9	Q9C8N9
Q9C5W9	Q9LQE8
Q9C5W9	Q9C8N7
Q9C5W9	Q9XID4
Q9C5W9	Q9LQE3
Q9C5W9	Q9C7I9
Q9CZX7	Q9CZX7
Q9CZX7	Q8N4L2
Q9CZX7	Q86T03
Q9CZX7	Q3TWL2
Q9FNA9	Q9FNA9
Q9FXA3	Q9FXA3
Q9JK37	Q9JK37
Q9JK37	Q9NP98
Q9LKJ1	Q9LKJ1
Q9LKJ1	Q9SHJ8
Q9LKJ1	Q8QZS1
Q9LKJ1	Q6NVY1
Q9LKJ1	Q8RXN4
Q9LTR2	Q9LTR2
Q9M9U5	Q9M9U5
Q9M9U5	Q9CA69
Q9QUN7	Q9QUN7
Q9QUN7	O60603
Q9QUN7	Q9DD78
Q9SB51	Q9SB51
Q9SS43	Q9SS43
Q9SZ15	Q9SZ15
Q9VCX1	Q9VCX1
Q9VJV8	Q9VJV8
Q9W157	Q9W157
Q9WTW2	Q9WTW2
Q9WTW2	Q9JJV7
Q9WTW2	Q9Y6H6
Q9XVQ9	Q9XVQ9
Q9XVQ9	Q20300
Q9Z0S5	Q9Z0S5
Q9Z0S5	P56746
Q9Z0S5	P78369
Q9Z0S5	Q9Z0S6
Q9ZQH3	Q9ZQH3
Q9HTQ0	Q9HTQ0
Q9HTQ0	P0A6J5
Q9HWH2	Q9HWH2
Q9I700	Q9I700
A0A075TXZ1	A0A075TXZ1
A0A075TXZ1	A1CFL4
D4NUX0	D4NUX0
D4NUX0	O64470
O13807	O13807
O84947	O84947
P0CT33	P0CT33
P0CT33	Q1RKN3
P18153	P18153
P79832	P79832
P79832	O15945
P79832	P27540
P79832	Q9BE97
P79832	P53762
P79832	P41739
P79832	Q9HBZ2
P79832	Q78E60
P79832	Q9DG12
P79832	Q61324
P79832	O02219
P9WFU7	P9WFU7
P9WJF1	P9WJF1
P9WQ87	P9WQ87
Q09851	Q09851
Q4R1C4	Q4R1C4
Q5AR34	Q5AR34
Q5AR34	A0A1E1FFL0
Q84XW5	Q84XW5
Q92372	Q92372
Q9MYU4	Q9MYU4
Q9MYU4	P49961
Q9MYU4	P79784
Q9MYU4	Q5MY95
Q9MYU4	Q8K0L2
Q9MYU4	Q9Y5L3
Q9MYU4	O55026
Q9MYU4	O35795
Q9MYU4	P55772
Q9MYU4	P97687
Q9MYU4	Q8BFW6
Q9MYU4	O75355
Q9US36	Q9US36
A0A7M6UMR7	A0A7M6UMR7
A9XMT3	A9XMT3
A9XMT3	A9XMT4
A9XMT3	A7TUE1
A9XMT3	A9XMT5
L0T905	L0T905
O14213	O14213
O74971	O74971
P02752	P02752
P46158	P46158
P80093	P80093
P80093	Q07356
P80093	Q40406
P80093	P28554
P80093	A2XDA1
P9WNE1	P9WNE1
Q29016	Q29016
Q29016	Q8NEB7
Q29016	Q3V140
Q57X81	Q57X81
Q57X81	B6EU02
Q5A5U4	Q5A5U4
Q5A5U4	Q5A5U6
Q79FW0	Q79FW0
Q8IB06	Q8IB06
Q9EYX5	Q9EYX5
Q9EYX5	P64423
Q9P7T4	Q9P7T4
Q9YGL1	Q9YGL1
Q9YGL1	Q9PU13
Q9YGL1	Q5IBH7
Q9YGL1	Q5MJ70
Q9YGL1	Q5MJ68
Q9YGL1	A6NLX3
Q9YGL1	Q5IBH6
Q9YGL1	P0CI01
Q9YGL1	P0DTA3
Q9YGL1	Q495Y8
A0A140H546	A0A140H546
O13688	O13688
O59755	O59755
O94235	O94235
P33277	P33277
P9WN99	P9WN99
Q00714	Q00714
Q00714	Q6UEG2
Q59X49	Q59X49
Q5AU62	Q5AU62
Q6PN98	Q6PN98
Q6PN98	Q9R1T3
Q6PN98	Q9WUU7
Q6PN98	Q9UBR2
Q6PN98	G5EGP8
Q9P4U6	Q9P4U6
Q9UTE3	Q9UTE3
A0A075D5I4	A0A075D5I4
A0A075D5I4	A0A8X8M4T9
A0A075D5I4	A0A8X8M501
A0A075D5I4	A0A075D657
A0A075D5I4	Q9ZSK1
A0A075D5I4	A0A8X8M4W6
A0A075D5I4	A0A8X8M505
A0A075D5I4	W5U2K2
A8BFK8	A8BFK8
C7B178	C7B178
C7B178	D3J162
G3M4F8	G3M4F8
G3M4F8	Q4LBB9
G3M4F8	Q9VCZ3
O18330	O18330
O18330	Q17060
O94364	O94364
P87020	P87020
P9WJA1	P9WJA1
Q01782	Q01782
Q10159	Q10159
Q3MNT0	Q3MNT0
Q50EL0	Q50EL0
Q5AAL9	Q5AAL9
Q5AAL9	Q5A6U1
Q5AAL9	Q5A029
Q5AAL9	Q5A1E0
Q6DJN2	Q6DJN2
Q6DJN2	Q3MV19
Q6DJN2	Q6IWL4
Q6DJN2	Q9Y4K3
Q6DJN2	B5DF45
Q6DJN2	P70196
Q8IDQ9	Q8IDQ9
Q8IDQ9	Q9FR44
Q8IDQ9	Q9C6B9
Q8IDQ9	Q944H0
Q9P6R1	Q9P6R1
Q9UTK4	Q9UTK4
A0A1L3THR9	A0A1L3THR9
A0A1L3THR9	Q5AQQ0
A0A1L3THR9	Q6DWK3
B7PKZ1	B7PKZ1
B7PKZ1	B7PKZ2
E9RBR0	E9RBR0
E9RBR0	A0A443HK79
K1XVG1	K1XVG1
O14079	O14079
O42855	O42855
P21228	P21228
P30957	P30957
P30957	A2AGL3
P30957	Q9TS33
P30957	E9Q401
P30957	Q92736
P30957	B0LPN4
P30957	Q15413
P30957	F1LMY4
P30957	E9PZQ0
P30957	Q24498
P30957	P11716
P30957	P21817
P43079	P43079
P43079	P13574
P87314	P87314
P9WHR9	P9WHR9
P9WNR7	P9WNR7
Q4WR75	Q4WR75
Q59SU1	Q59SU1
Q8I3X4	Q8I3X4
Q8I3X4	A5K9M4
Q9Y825	Q9Y825
Q6P3S6	Q6P3S6
Q8IUZ0	Q8IUZ0
Q8IUZ0	Q91YK0
Q8TAA3	Q8TAA3
Q8TAA3	Q9Z2U0
Q8TAA3	Q3ZBG0
Q8TAA3	Q9CWH6
Q8TAA3	O14818
Q8TAA3	Q9NDA2
Q8TAA3	P34120
Q8TAA3	P22769
Q8TAA3	Q95005
Q8TAA3	O24616
Q8TAA3	P30186
Q8TAA3	Q10329
Q8TAA3	P40303
Q96NU7	Q96NU7
Q9NXH3	Q9NXH3
O75596	O75596
O75596	P43025
O75596	Q2KIS7
O75596	P05452
Q6PII3	Q6PII3
Q8N292	Q8N292
Q8N292	Q8CB93
Q8WXA2	Q8WXA2
P12872	P12872
Q14CX5	Q14CX5
Q6B0K9	Q6B0K9
Q6B0K9	P01966
Q6B0K9	P68240
Q6B0K9	P84791
Q6B0K9	P01942
Q6B0K9	P69905
Q6B0K9	P01948
Q6B0K9	P01965
Q6B0K9	P01946
Q6B0K9	P06467
Q6B0K9	P02008
Q6B0K9	P83623
Q6B0K9	B3EWR7
Q6B0K9	Q90487
Q6B0K9	P09105
Q6B0K9	P84790
Q6B0K9	P01994
Q6B0K9	P21871
Q8NBM8	Q8NBM8
Q8NBM8	Q8C7K6
Q8NBM8	Q9CQF9
Q8NBM8	F1N2K1
Q8NBM8	Q99ML5
Q8NBM8	Q9UHG3
Q96BQ3	Q96BQ3
Q96BQ3	Q8IWZ4
Q96BQ3	P0CI25
Q96BQ3	P0CI26
Q9BSF4	Q9BSF4
Q9NYR8	Q9NYR8
Q9NYR8	Q9N126
Q9NYR8	P51657
Q9NYR8	P14061
Q9NYR8	P51656
A2RU54	A2RU54
A2RU54	P43687
A2RU54	Q504H8
A2RU54	P42581
A2RU54	Q9NP08
A2RU54	O70218
A2RU54	Q9DE09
Q53QW1	Q53QW1
Q6PIS1	Q6PIS1
Q86U38	Q86U38
Q9NRV9	Q9NRV9
Q9NRV9	Q9R257
O75352	O75352
Q6P1S2	Q6P1S2
Q8IVV2	Q8IVV2
Q8IVV2	C8YR32
Q9BSG0	Q9BSG0
Q9BSG0	Q9W1W9
F4K8S5	F4K8S5
P0C0U4	P0C0U4
P10849	P10849
P26936	P26936
P36039	P36039
P38326	P38326
P40045	P40045
Q03212	Q03212
Q06707	Q06707
Q12433	Q12433
Q3UQU0	Q3UQU0
Q3UQU0	Q9H8M2
Q54MY9	Q54MY9
Q80VM3	Q80VM3
Q80VM3	Q8NA56
Q8RXS1	Q8RXS1
Q920A9	Q920A9
Q920A9	Q7L513
Q9C5E7	Q9C5E7
Q9C5E7	Q9LJX4
Q9LD55	Q9LD55
Q9LNC4	Q9LNC4
Q9M9Y8	Q9M9Y8
Q9S9N8	Q9S9N8
Q9S9N8	Q9SAH8
Q9S9N8	P49283
Q9S9N8	B9NAE4
Q9S9N8	Q9C6B2
Q9S9N8	A0A2K1ZPK4
Q9S9N8	Q9SNV9
Q9S9N8	Q9FN18
Q9S9N8	Q21433
Q9S9N8	Q21434
Q9S9N8	P49279
Q9S9N8	P41251
Q9S9N8	P51027
Q9S9N8	O77741
Q9S9N8	Q95XG8
Q9S9N8	O54902
Q9S9N8	P49282
Q9S9N8	P49281
Q9S9N8	Q0D7E4
Q9S9N8	Q6ZG85
Q9S9N8	Q869V1
Q9S9N8	Q553K4
Q9V3W6	Q9V3W6
Q9VN13	Q9VN13
Q9VN13	Q9H9B4
Q9VN13	Q9BWM7
Q9VN13	Q91V61
Q9VN13	Q9JHY2
Q9VN13	Q99JR1
Q9VN13	Q925N2
Q9VN13	Q96NB2
Q9VN13	Q9VVW3
F4HXQ7	F4HXQ7
F4KHD8	F4KHD8
O35817	O35817
P0AEQ3	P0AEQ3
P11680	P11680
P11680	P27918
P20429	P20429
P20429	P9WGZ1
P20429	P0A7Z4
P25559	P25559
P34402	P34402
P39692	P39692
P76213	P76213
P97586	P97586
P97586	Q99674
Q07951	Q07951
Q0ZCJ7	Q0ZCJ7
Q12493	Q12493
Q47141	Q47141
Q5NCE8	Q5NCE8
Q5NCE8	Q9ET09
Q5NCE8	Q9HD23
Q70E20	Q70E20
Q70E20	Q8TER0
Q8GZ79	Q8GZ79
Q8GZ79	Q9ZQZ9
Q8MSG8	Q8MSG8
Q93V51	Q93V51
Q94JM2	Q94JM2
Q9LIL4	Q9LIL4
Q9M373	Q9M373
Q9M373	Q9FK16
Q9M373	O82337
Q9R008	Q9R008
Q9R008	P17256
Q9R008	Q03426
Q9VSJ8	Q9VSJ8
Q9XVW1	Q9XVW1
O46107	O46107
O96668	O96668
P0A877	P0A877
P0A877	P00929
P0AGL5	P0AGL5
P33315	P33315
P33315	P23254
P33315	Q9URM2
P33315	Q7SIC9
P33315	F4IW47
P33315	O20250
P33315	Q8RWV0
P33315	Q556J0
P33315	P9WG25
P33315	P27302
P33315	P33570
P36527	P36527
P38302	P38302
P40080	P40080
P43124	P43124
P54471	P54471
P76115	P76115
Q02368	Q02368
Q02368	Q9CR61
Q02368	P17568
Q12286	Q12286
Q3E7B2	Q3E7B2
Q6PGF7	Q6PGF7
Q6PGF7	O54924
Q6PGF7	Q8IYI6
Q7JKP6	Q7JKP6
Q80T21	Q80T21
Q80T21	Q6UY14
Q8BVM7	Q8BVM7
Q8BVM7	Q96Q35
Q8K0T0	Q8K0T0
Q8K0T0	Q16799
Q8K0T0	Q64548
Q9ATY5	Q9ATY5
Q9FFI2	Q9FFI2
Q9FMB6	Q9FMB6
Q9JIE6	Q9JIE6
Q9SD00	Q9SD00
Q9SD00	Q96290
Q9SD00	Q8LPQ8
Q9SQR5	Q9SQR5
Q9SQR5	Q5XVI1
Q9VKQ9	Q9VKQ9
D3ZE85	D3ZE85
D3ZE85	B1AXV0
D3ZE85	Q9P0K9
F4I312	F4I312
O23053	O23053
O23053	O80885
P0AB67	P0AB67
P0C066	P0C066
P11553	P11553
P21889	P21889
P21889	F4JJT9
P21889	Q6PI48
P21889	Q8BIP0
P21889	P9WFW3
P32551	P32551
P32551	P22695
P32551	Q9DB77
P38293	P38293
P40012	P40012
P47180	P47180
P47180	Q9P359
P47180	Q5ATQ3
P47180	Q2UHL4
P47180	Q9P358
P47180	P35335
P47180	Q5B508
P53169	P53169
P56916	P56916
P56916	O15499
P63201	P63201
P76347	P76347
Q03571	Q03571
Q06325	Q06325
Q08BL9	Q08BL9
Q08BL9	Q6TFL4
Q08BL9	Q6V595
Q08BL9	Q8WZ60
Q08BL9	Q6PF15
Q3UK37	Q3UK37
Q3UK37	Q86SX3
Q6RHW0	Q6RHW0
Q6RHW0	P35527
Q6RHW0	Q8CIS9
Q80X86	Q80X86
Q80X86	Q5T9G4
Q8CAE3	Q8CAE3
Q8CAE3	Q16558
Q8CAE3	P97678
Q8CAE3	Q811Q0
Q8CAE3	Q9Y691
Q8CAE3	Q9NPA1
Q8H1E8	Q8H1E8
Q8RWS6	Q8RWS6
Q8RWS6	Q3KTM0
Q91Z62	Q91Z62
Q91Z62	Q8TCJ0
Q91Z62	Q969P5
Q91Z62	Q9D2Y6
Q91Z62	Q9CPU7
Q942X8	Q942X8
Q942X8	Q9LD18
Q942X8	Q9M7K4
Q942X8	Q6VVA6
Q942X8	O80739
Q942X8	Q5JK32
Q942X8	O64769
Q942X8	O49423
Q942X8	O22881
Q942X8	Q8LPL8
Q942X8	Q9FY75
Q942X8	A0A2C9VBV6
Q942X8	Q9FE38
Q9CW07	Q9CW07
Q9FY60	Q9FY60
Q9LU68	Q9LU68
Q9SK71	Q9SK71
Q9T042	Q9T042
Q9VJQ4	Q9VJQ4
Q9VJQ4	Q9D0L8
Q9VJQ4	O43148
Q9W058	Q9W058
Q9W058	Q09450
Q9W058	Q54JD9
Q9W058	B2GV06
Q9W058	Q29551
Q9W058	P55809
Q9W058	Q9D0K2
Q9W058	Q9ESL0
Q9W058	Q9JJN4
Q9W058	Q9BYC2
Q9XWU8	Q9XWU8
Q9XWU8	Q54NL4
Q9XWU8	Q99KU0
Q9XWU8	Q91ZQ0
Q9XWU8	Q6NYY9
Q9XWU8	Q96GC9
A0A087WRI3	A0A087WRI3
A0A087WRI3	Q6ZQR2
P03817	P03817
P0A9I5	P0A9I5
P23485	P23485
P36517	P36517
P40452	P40452
P45579	P45579
P76143	P76143
Q03694	Q03694
Q12245	Q12245
Q304A0	Q304A0
Q304A0	Q9S9N4
Q304A0	Q9SAH0
Q304A0	Q9FLG2
Q304A0	Q9LJN2
Q304A0	Q9ZPR4
Q60775	Q60775
Q60775	P32519
Q60775	Q9Z2U4
Q60775	Q99607
Q8BZH1	Q8BZH1
Q8BZH1	P49221
Q9CQH3	Q9CQH3
Q9CQH3	O43674
Q9CQH3	Q02380
Q9FMY7	Q9FMY7
Q9SFF4	Q9SFF4
Q9V7N5	Q9V7N5
Q9HUH4	Q9HUH4
Q9I6G4	Q9I6G4
Q9ZFK4	Q9ZFK4
Q9ZFK4	P0A715
Q9ZFK4	Q9AV97
Q9ZFK4	Q6NQL4
C4R6B0	C4R6B0
O13960	O13960
O59697	O59697
O59697	Q38997
O59697	P92958
O59697	Q95ZQ4
O59697	Q13131
O59697	Q8BRK8
O59697	P54646
O59697	Q5EG47
O59697	Q09137
O59697	P54645
O59697	P07334
O59697	Q9SEZ7
O59697	Q8RWC9
O59697	P45894
O59697	O74536
O59697	Q7Y0B9
O59697	Q5N942
O59697	Q75H77
O59697	P43292
O59697	Q6ZI44
O59697	Q7XQP4
O59697	Q940H6
O59697	P43291
O59697	Q9C958
O59697	O64812
O59697	Q9FFP9
O59697	Q0D4J7
O59697	Q39193
O59697	Q39192
O59697	Q75V57
O59697	Q93VD3
O59697	Q84VQ3
O59697	Q8S9D1
O59697	Q2V452
O59697	Q9LEU7
O59697	Q9XIW0
O59697	Q9MAM1
O59697	P92937
O59697	Q9STV4
O59697	Q94CG0
O59697	Q9LDI3
O59697	O22932
O59697	Q9LZW4
O59697	Q00372
O59697	P06782
O59697	Q9M9E9
O59697	Q9SMQ4
O59697	Q54YF2
O59697	Q61846
O59697	Q14680
O59697	Q91821
O59697	F1QGZ6
O75004	O75004
P04101	P04101
P04101	P02319
P04101	P04553
P13917	P13917
P13917	Q9FSH9
P55806	P55806
P55806	P55807
P55806	Q60935
P55806	P52961
P9WHJ9	P9WHJ9
P9WP77	P9WP77
Q09764	Q09764
Q4WY67	Q4WY67
Q5ANB1	Q5ANB1
Q88HH7	Q88HH7
Q88HH7	G3XD97
Q9I928	Q9I928
Q9I928	Q7SIC1
Q9I928	Q9I930
Q9I928	Q9I929
Q9I928	Q9I931
Q9I928	Q9I925
Q9I928	Q9I926
Q9I928	Q9I927
F1SC07	F1SC07
F1SC07	Q96DT5
F1SC07	Q9UFH2
F1SC07	Q69Z23
F1SC07	Q9NYC9
K7UTH7	K7UTH7
K7UTH7	Q8VZ74
P9WJD7	P9WJD7
Q04584	Q04584
Q04584	Q62523
Q04584	Q15942
Q04584	A5H447
Q10328	Q10328
Q5BB47	Q5BB47
Q6UEF0	Q6UEF0
Q9UU88	Q9UU88
Q9UU88	Q9Y3D8
Q9UU88	Q7JYV7
Q9UU88	Q9FJI1
Q9UU88	Q12055
Q9UU88	Q8TG40
A0A3B6UES5	A0A3B6UES5
A5HEG9	A5HEG9
D7PI16	D7PI16
O13612	O13612
O60103	O60103
P0CH43	P0CH43
P9WG37	P9WG37
Q4WZ69	Q4WZ69
Q4WZ69	P0CT21
Q5ANC8	Q5ANC8
Q7ZZH7	Q7ZZH7
Q9PRW3	Q9PRW3
Q9PRW3	Q9PRW2
Q9PRW3	Q9PRW4
Q9UUN9	Q9UUN9
A0A0H2UMY0	A0A0H2UMY0
A8JF70	A8JF70
O14002	O14002
O53554	O53554
O74689	O74689
P10594	P10594
P10594	P10596
P10594	P00724
P31072	P31072
P83246	P83246
Q10210	Q10210
Q2G2R8	Q2G2R8
Q5AHJ5	Q5AHJ5
Q6WKW9	Q6WKW9
Q6WKW9	Q9UGU5
Q9P790	Q9P790
Q9UTR4	Q9UTR4
A0A2I1BT01	A0A2I1BT01
A0A2I1BT01	E3UBL6
A1XGB4	A1XGB4
B6F0W8	B6F0W8
B6F0W8	Q70FG7
C8VPT2	C8VPT2
M5EES5	M5EES5
O14289	O14289
O14289	P07264
O14289	P0A6A6
O14289	P9WQF5
O94294	O94294
P84389	P84389
P9WHM5	P9WHM5
P9WNT5	P9WNT5
Q10205	Q10205
Q10205	Q96B26
Q10205	Q9D753
Q38C92	Q38C92
Q59YT1	Q59YT1
Q59YT1	Q5A6P6
Q92349	Q92349
Q9URU9	Q9URU9
A4D0V7	A4D0V7
Q6PH81	Q6PH81
Q9P2J9	Q9P2J9
Q9P2J9	Q504M2
Q9P2J9	O88484
Q9P2J9	Q3UV70
Q9P2J9	P35816
Q9P2J9	Q9P0J1
Q9P2J9	O88483
P0DMP2	P0DMP2
P0DMP2	P0DJJ0
Q8TC17	Q8TC17
Q8TC17	Q13588
Q0VG73	Q0VG73
Q8NA69	Q8NA69
Q96N20	Q96N20
P15421	P15421
P15421	P02724
P15421	P06028
Q6AI08	Q6AI08
Q8N2X6	Q8N2X6
Q96EZ4	Q96EZ4
F7VJQ1	F7VJQ1
Q8N0U6	Q8N0U6
Q96B33	Q96B33
Q9H963	Q9H963
F4I4P3	F4I4P3
O31986	O31986
O65788	O65788
O65788	Q9LTM4
O65788	Q9SAE3
O65788	Q9LW27
O65788	Q9SAE4
O65788	Q9LTM0
O65788	P58050
O65788	Q9ZU07
O65788	Q9SCN2
O65788	C0SJS3
O65788	F5BHA2
O65788	Q6QNI4
O65788	C0SJS2
O65788	A0A0N9HT29
O65788	Q947B7
O65788	D5JBW9
O65788	X2JI34
O65788	D5J9U8
O65788	D5JBX1
O65788	D5JBW8
O65788	Q1PS23
O65788	D5JBX0
O65788	E3W9C4
O65788	X2EW55
O65788	Q0JF01
O65788	B4FVP3
O65788	A0A1D6GQ67
O65788	A0A0S1TQ04
O65788	X2JE85
O65788	F8S1H3
O65788	A0A2H4DGV8
O65788	F8S1I0
O65788	P0DO22
O65788	P0DO87
O65788	X2EVV9
O65788	O65787
O65788	A0A0N9HTU1
O65788	A3A871
O65788	Q6YV88
O65788	A0A343URW7
O65788	P0DO38
O65788	P0DO39
O65788	P0DO37
O65788	Q9XHE8
O65788	P0DO41
O65788	P0DO35
O65788	A0A343URW6
O65788	Q9XHE6
O65788	O65782
O65788	Q9XHE7
O65788	A0A1D6HSP4
